thr_100;thr_120;thr_140;thr_160;thr_180;thr_200;thr_220;thr_240;
0.148815;0.010352;0.006217;0.001898;0.000319;0.000000;0.000000;0.000000;
0.831061;0.789997;0.595433;0.427113;0.147620;0.026237;0.009134;0.002956;
0.844079;0.806898;0.673434;0.527409;0.266735;0.070238;0.010550;0.003704;
0.837777;0.801247;0.644238;0.508245;0.233574;0.053919;0.008438;0.003213;
0.837640;0.800723;0.640602;0.503519;0.230947;0.052689;0.008304;0.003190;
0.836100;0.799642;0.635238;0.495713;0.217887;0.049053;0.008324;0.003138;
0.836953;0.799876;0.637923;0.494388;0.218542;0.050687;0.008255;0.003112;
0.840179;0.801331;0.650732;0.498288;0.217884;0.052764;0.008219;0.003021;
0.838177;0.801348;0.653936;0.502673;0.229482;0.055361;0.008451;0.003132;
0.838493;0.802887;0.647939;0.497786;0.214404;0.051081;0.008333;0.002985;
0.855990;0.806820;0.647383;0.492539;0.213086;0.049443;0.008242;0.002952;
0.840501;0.801888;0.664245;0.502773;0.228184;0.049544;0.008701;0.003083;
0.837067;0.800934;0.646826;0.508861;0.221631;0.056800;0.008643;0.003001;
0.836790;0.801253;0.648913;0.509818;0.215426;0.050729;0.008877;0.003024;
0.838366;0.801800;0.640443;0.502562;0.233949;0.052607;0.008298;0.002926;
0.838229;0.799954;0.641110;0.504567;0.224268;0.046709;0.008164;0.002939;
0.837096;0.800928;0.647031;0.502152;0.213223;0.046009;0.008802;0.003105;
0.839938;0.804935;0.648949;0.510485;0.219779;0.052699;0.008910;0.002998;
0.849307;0.810433;0.652080;0.512507;0.226074;0.049860;0.008317;0.003037;
0.838646;0.800205;0.638555;0.513704;0.247725;0.057148;0.008799;0.003177;
0.844170;0.801491;0.640426;0.508415;0.253906;0.057126;0.008727;0.003271;
0.845026;0.804756;0.644102;0.519880;0.232500;0.048161;0.008473;0.003031;
0.842233;0.803594;0.647116;0.513376;0.222041;0.040973;0.008327;0.003141;
0.839355;0.800752;0.636032;0.503965;0.216764;0.039229;0.008219;0.003034;
0.849980;0.805664;0.631533;0.505342;0.208857;0.039196;0.008574;0.003268;
0.838018;0.800413;0.633493;0.504460;0.203903;0.038382;0.008405;0.003265;
0.853320;0.807607;0.650726;0.527344;0.228981;0.044391;0.008779;0.003317;
0.841468;0.806064;0.682796;0.525879;0.221305;0.043467;0.008812;0.003229;
0.840257;0.803776;0.652288;0.510898;0.217256;0.046650;0.008701;0.003268;
0.847148;0.806380;0.663766;0.525690;0.250762;0.056344;0.009339;0.003376;
0.839788;0.802829;0.645163;0.509831;0.217523;0.044222;0.008717;0.003311;
0.838857;0.801595;0.641234;0.510365;0.232725;0.044443;0.008714;0.003411;
0.843532;0.804115;0.644281;0.511605;0.241602;0.047640;0.008643;0.003294;
0.842708;0.802826;0.650267;0.522461;0.240762;0.043831;0.008773;0.003210;
0.839238;0.801735;0.637936;0.524375;0.239779;0.046309;0.008913;0.003174;
0.838265;0.800687;0.652793;0.530944;0.237350;0.046107;0.009251;0.003454;
0.837946;0.801139;0.650641;0.524486;0.246660;0.050062;0.009261;0.003424;
0.843044;0.807972;0.659495;0.536090;0.258805;0.050837;0.009137;0.003402;
0.846976;0.809753;0.670937;0.531615;0.247103;0.048701;0.008991;0.003415;
0.858122;0.819115;0.691527;0.534089;0.310928;0.088398;0.012194;0.003398;
0.863792;0.822490;0.692676;0.545954;0.285876;0.064759;0.011110;0.003623;
0.857539;0.817855;0.681221;0.544896;0.274053;0.057448;0.011419;0.003701;
0.863776;0.821204;0.680169;0.545710;0.279414;0.058672;0.010531;0.003867;
0.855687;0.809160;0.665664;0.539440;0.298102;0.055241;0.010882;0.004590;
0.851660;0.811211;0.684268;0.544967;0.265179;0.049867;0.011992;0.004824;
0.856051;0.817842;0.681995;0.538053;0.256243;0.054222;0.011589;0.004652;
0.846325;0.810316;0.669860;0.544814;0.267780;0.059121;0.010846;0.004626;
0.850729;0.809535;0.675918;0.536390;0.272129;0.059932;0.012848;0.004860;
0.854958;0.811051;0.671263;0.534557;0.265671;0.051784;0.011982;0.004883;
0.850605;0.809079;0.663216;0.530254;0.277376;0.060957;0.010755;0.004733;
0.868613;0.828685;0.699564;0.547923;0.287546;0.058643;0.011898;0.004564;
0.851178;0.817539;0.666048;0.552282;0.306328;0.057829;0.012116;0.004814;
0.847171;0.810247;0.672438;0.542962;0.255817;0.050192;0.011654;0.004795;
0.853405;0.815397;0.676149;0.526611;0.255667;0.052067;0.012083;0.004821;
0.851598;0.810889;0.678327;0.533792;0.263226;0.049766;0.011657;0.004759;
0.853900;0.813913;0.681849;0.544281;0.270911;0.062253;0.012562;0.004753;
0.848473;0.810742;0.672669;0.547262;0.263262;0.050801;0.011657;0.004909;
0.851136;0.814661;0.672897;0.545560;0.293669;0.061898;0.012298;0.004883;
0.848174;0.808766;0.663665;0.548538;0.293802;0.054297;0.012158;0.004870;
0.855911;0.814300;0.690602;0.547995;0.283786;0.058477;0.011667;0.004775;
0.859085;0.818200;0.684749;0.549421;0.280700;0.053180;0.011393;0.004779;
0.847474;0.813919;0.674508;0.538714;0.273141;0.050716;0.011442;0.004564;
0.846533;0.813900;0.664515;0.535329;0.259710;0.048490;0.012087;0.004873;
0.851628;0.816729;0.669476;0.538734;0.270602;0.049632;0.011488;0.004697;
0.844066;0.804736;0.676292;0.537266;0.276432;0.053799;0.011133;0.004525;
0.848252;0.810368;0.677106;0.544053;0.282741;0.062445;0.011667;0.004678;
0.865345;0.822822;0.699108;0.574105;0.324538;0.091107;0.012640;0.004518;
0.857734;0.815221;0.705605;0.573750;0.332210;0.083610;0.011934;0.004613;
0.860016;0.819297;0.718385;0.581904;0.331006;0.077380;0.012396;0.004453;
0.858216;0.818242;0.691823;0.556543;0.341354;0.091195;0.013437;0.004818;
0.874010;0.826722;0.726136;0.589284;0.369570;0.096680;0.013184;0.004749;
0.870645;0.828073;0.730042;0.589720;0.339225;0.083753;0.013643;0.004349;
0.875107;0.828662;0.709378;0.575026;0.304671;0.061234;0.011969;0.004587;
0.862350;0.821605;0.690967;0.546647;0.290960;0.068187;0.011777;0.004215;
0.861686;0.819928;0.693148;0.543275;0.301647;0.060492;0.011120;0.004173;
0.872510;0.819756;0.687767;0.554251;0.286725;0.075876;0.011126;0.004212;
0.854655;0.813014;0.692839;0.551523;0.303825;0.069912;0.012090;0.004316;
0.843249;0.809486;0.668662;0.533278;0.256504;0.054284;0.011283;0.004271;
0.845088;0.807458;0.655052;0.517165;0.250176;0.052949;0.011117;0.004382;
0.842435;0.805557;0.645612;0.517292;0.242363;0.047751;0.011130;0.004499;
0.841947;0.805573;0.634824;0.513766;0.222835;0.044069;0.011351;0.004661;
0.841221;0.803737;0.632259;0.515020;0.230013;0.045010;0.011377;0.004635;
0.838040;0.802135;0.631396;0.514847;0.232236;0.045885;0.011390;0.004619;
0.837005;0.802155;0.630033;0.508607;0.224349;0.047588;0.011481;0.004544;
0.839085;0.804189;0.649906;0.522663;0.238102;0.052148;0.011579;0.004525;
0.838825;0.802982;0.642021;0.513620;0.229554;0.047998;0.011253;0.004512;
0.841917;0.806152;0.651455;0.520088;0.227484;0.046833;0.011038;0.004333;
0.847917;0.808311;0.653919;0.511868;0.228714;0.046377;0.011025;0.004222;
0.845726;0.807087;0.658451;0.514818;0.221374;0.048457;0.011084;0.004349;
0.844124;0.807949;0.650443;0.527067;0.229629;0.044098;0.010970;0.004430;
0.847529;0.808311;0.651849;0.528223;0.244515;0.052393;0.010954;0.004342;
0.843825;0.808564;0.657549;0.532119;0.226328;0.048203;0.011032;0.004437;
0.859105;0.813415;0.673027;0.534157;0.291947;0.058141;0.011862;0.004248;
0.853366;0.806989;0.664928;0.531071;0.245830;0.048968;0.011667;0.004443;
0.865117;0.812552;0.686055;0.547695;0.232878;0.049580;0.011826;0.004564;
0.851497;0.814782;0.685137;0.537633;0.267350;0.061074;0.013239;0.004587;
0.852799;0.812474;0.672451;0.543141;0.294378;0.069977;0.011680;0.004694;
0.864108;0.818483;0.697832;0.558118;0.340348;0.086133;0.013382;0.004609;
0.860977;0.817965;0.699111;0.564440;0.327663;0.087135;0.012809;0.004574;
0.863841;0.819587;0.707969;0.561195;0.314740;0.060270;0.012165;0.004993;
0.865739;0.825885;0.696266;0.555055;0.327480;0.069909;0.013011;0.005107;
0.855928;0.819167;0.687015;0.561680;0.344541;0.082650;0.014209;0.005264;
0.854046;0.815843;0.686240;0.555755;0.303688;0.068418;0.014040;0.005589;
0.864281;0.816901;0.686497;0.555098;0.285456;0.058952;0.013118;0.005283;
0.860729;0.822064;0.688372;0.559245;0.292054;0.072702;0.013265;0.005352;
0.874772;0.825283;0.688265;0.553965;0.269238;0.053346;0.013382;0.005618;
0.862533;0.821807;0.703294;0.566276;0.285127;0.060368;0.013607;0.005296;
0.859401;0.819844;0.708118;0.570352;0.308708;0.060599;0.013561;0.005426;
0.847832;0.813177;0.682777;0.552266;0.299007;0.062044;0.013105;0.005628;
0.856159;0.814922;0.682715;0.546637;0.290335;0.058027;0.012565;0.005371;
0.850182;0.810150;0.680514;0.537305;0.276914;0.062568;0.013483;0.005771;
0.843633;0.810856;0.666243;0.540999;0.267624;0.053626;0.013441;0.005983;
0.846650;0.813249;0.668971;0.533779;0.265160;0.055570;0.015306;0.006644;
0.845762;0.810758;0.658011;0.529242;0.264310;0.053997;0.013643;0.006520;
0.843311;0.808122;0.660820;0.537067;0.269779;0.051963;0.013978;0.006250;
0.842386;0.808499;0.653408;0.527214;0.258027;0.051797;0.013851;0.006348;
0.842233;0.807809;0.643304;0.519525;0.243926;0.050534;0.013978;0.006540;
0.839196;0.804294;0.634801;0.513265;0.227435;0.046732;0.013737;0.006185;
0.839557;0.803900;0.634300;0.510371;0.225758;0.047594;0.014385;0.006699;
0.841699;0.806247;0.636738;0.513893;0.222165;0.049115;0.015964;0.006852;
0.842187;0.807070;0.636009;0.513652;0.220120;0.049883;0.015267;0.006979;
0.840215;0.806667;0.636722;0.509984;0.223294;0.047699;0.014476;0.006130;
0.840680;0.806823;0.643965;0.516068;0.232474;0.050827;0.014385;0.006286;
0.840846;0.806715;0.643122;0.515771;0.233717;0.052350;0.014469;0.006273;
0.841377;0.807100;0.643379;0.514837;0.232542;0.053073;0.014505;0.006335;
0.840960;0.806696;0.642272;0.515046;0.230898;0.051475;0.014684;0.006357;
0.843389;0.809463;0.647061;0.519876;0.234287;0.053737;0.015924;0.007119;
0.840944;0.806589;0.641790;0.514873;0.228932;0.051549;0.014720;0.006338;
0.840905;0.806999;0.641517;0.515322;0.230059;0.051455;0.014479;0.006208;
0.840703;0.807067;0.641618;0.516839;0.233076;0.051325;0.014196;0.005921;
0.841149;0.806761;0.640954;0.515980;0.227679;0.050762;0.013838;0.005752;
0.840801;0.806436;0.640820;0.515859;0.229229;0.050781;0.013877;0.005859;
0.842210;0.807477;0.636816;0.511774;0.218678;0.049619;0.015465;0.006559;
0.842913;0.808678;0.641693;0.518258;0.227227;0.048477;0.013682;0.005729;
0.841914;0.807552;0.656908;0.515719;0.220667;0.046462;0.013180;0.005664;
0.841680;0.808177;0.637917;0.515387;0.219821;0.046862;0.013395;0.005628;
0.840947;0.806520;0.636126;0.513848;0.220492;0.045107;0.013099;0.005446;
0.840732;0.806283;0.635934;0.513607;0.220576;0.044811;0.013066;0.005449;
0.841712;0.807933;0.638359;0.516488;0.224176;0.045625;0.013148;0.005550;
0.841107;0.806764;0.636325;0.515859;0.223480;0.044948;0.013050;0.005566;
0.839749;0.805241;0.631637;0.511325;0.217233;0.042783;0.012852;0.005456;
0.839840;0.805371;0.632207;0.511253;0.216719;0.042135;0.013158;0.005397;
0.839889;0.805514;0.632646;0.512246;0.218743;0.041872;0.012920;0.005345;
0.839961;0.805537;0.633548;0.513197;0.220199;0.041738;0.013216;0.005524;
0.840280;0.805957;0.636133;0.516045;0.228447;0.041930;0.013343;0.005622;
0.840280;0.806064;0.638428;0.518594;0.238037;0.042083;0.013346;0.005576;
0.840290;0.806058;0.640049;0.519450;0.242311;0.042236;0.013327;0.005605;
0.844766;0.808415;0.641719;0.522493;0.245153;0.042360;0.013369;0.005667;
0.840690;0.806247;0.641094;0.521465;0.247536;0.043402;0.013405;0.005628;
0.841130;0.806738;0.643431;0.522594;0.250156;0.045212;0.013460;0.005719;
0.841940;0.808864;0.638841;0.522747;0.244544;0.043151;0.013330;0.005680;
0.841117;0.806374;0.645817;0.521523;0.254310;0.052178;0.013392;0.005638;
0.842718;0.808532;0.654046;0.526855;0.255837;0.047913;0.013434;0.005667;
0.842318;0.807464;0.654525;0.529466;0.252441;0.048685;0.014043;0.005729;
0.852806;0.809818;0.654323;0.526475;0.251813;0.046794;0.013812;0.005853;
0.843646;0.809967;0.647100;0.527080;0.248584;0.047617;0.013747;0.005915;
0.843470;0.806634;0.643340;0.525576;0.242868;0.048115;0.013721;0.005944;
0.843073;0.806696;0.645785;0.520690;0.249232;0.046208;0.013721;0.005879;
0.843789;0.807865;0.650511;0.528672;0.250120;0.046911;0.013867;0.006003;
0.842917;0.809668;0.655342;0.528434;0.258473;0.048158;0.013818;0.006003;
0.841523;0.807891;0.648704;0.527734;0.257262;0.049447;0.014163;0.005980;
0.845182;0.809255;0.646582;0.526068;0.254766;0.047949;0.013574;0.005944;
0.840658;0.806217;0.641481;0.522074;0.243428;0.044811;0.013424;0.005820;
0.842581;0.807422;0.640247;0.517673;0.230739;0.044170;0.014137;0.006250;
0.843581;0.809046;0.643167;0.520602;0.237428;0.045309;0.013877;0.006048;
0.841510;0.807240;0.639108;0.519414;0.238643;0.043392;0.012533;0.005511;
0.840771;0.806240;0.635824;0.516436;0.232266;0.042129;0.012490;0.005189;
0.841732;0.808213;0.640091;0.519313;0.235824;0.043219;0.012699;0.005387;
0.841276;0.806794;0.638040;0.517650;0.232565;0.041702;0.012539;0.005368;
0.841198;0.806520;0.638672;0.517148;0.228545;0.041208;0.012604;0.005371;
0.841198;0.807113;0.636504;0.517122;0.227402;0.040977;0.012581;0.005358;
0.841045;0.806370;0.635990;0.515433;0.227057;0.040202;0.012500;0.005378;
0.841191;0.806572;0.638044;0.517689;0.232230;0.040309;0.012559;0.005404;
0.841383;0.806748;0.638161;0.517461;0.232331;0.039886;0.012552;0.005355;
0.841309;0.806240;0.636169;0.515706;0.230137;0.038564;0.012448;0.005335;
0.840856;0.806084;0.636647;0.515882;0.231390;0.038424;0.012477;0.005264;
0.842995;0.808659;0.640111;0.519215;0.233685;0.038503;0.012972;0.005710;
0.842467;0.807607;0.637816;0.518249;0.235020;0.037855;0.012611;0.005182;
0.843724;0.809242;0.644098;0.521969;0.244847;0.038568;0.013027;0.005456;
0.843571;0.808978;0.645023;0.522633;0.250742;0.038978;0.013229;0.005651;
0.843464;0.809063;0.644710;0.523298;0.253529;0.039391;0.013324;0.005752;
0.845348;0.811755;0.661901;0.537194;0.287282;0.048717;0.013454;0.005804;
0.845117;0.811390;0.660957;0.536113;0.287728;0.048438;0.013268;0.005742;
0.843994;0.810221;0.651117;0.530703;0.271429;0.045951;0.013141;0.005648;
0.844027;0.810036;0.650632;0.529798;0.266820;0.045195;0.013213;0.005674;
0.847617;0.813249;0.651878;0.532894;0.261012;0.046494;0.015169;0.006452;
0.844362;0.809941;0.646917;0.528213;0.255212;0.045443;0.014027;0.005853;
0.845618;0.812005;0.650098;0.530807;0.256104;0.045898;0.013285;0.005579;
0.845905;0.812308;0.648643;0.531641;0.253213;0.045293;0.012786;0.005576;
0.846413;0.812946;0.649600;0.531963;0.252308;0.045446;0.013171;0.005544;
0.844447;0.810449;0.638324;0.522204;0.230592;0.042399;0.012799;0.005426;
0.843395;0.809154;0.636465;0.519274;0.225036;0.041253;0.012620;0.005286;
0.844264;0.810023;0.639469;0.522119;0.229466;0.042327;0.012786;0.005234;
0.844069;0.810055;0.640303;0.522298;0.233525;0.045430;0.012959;0.005417;
0.843812;0.809587;0.640394;0.522679;0.232334;0.042236;0.012894;0.005365;
0.843359;0.809212;0.638997;0.521449;0.231191;0.041706;0.012780;0.005231;
0.843262;0.808734;0.639154;0.520505;0.231445;0.041055;0.012721;0.005283;
0.843125;0.808730;0.639235;0.519714;0.231533;0.041064;0.012803;0.005251;
0.843112;0.808691;0.639173;0.519980;0.231947;0.040876;0.012767;0.005345;
0.843353;0.808857;0.640156;0.521351;0.237637;0.041914;0.012705;0.005280;
0.843415;0.809294;0.641982;0.522122;0.240947;0.040645;0.012617;0.005228;
0.844424;0.810706;0.644811;0.525169;0.244072;0.041120;0.012705;0.005137;
0.844678;0.810645;0.642865;0.523548;0.246025;0.039583;0.012770;0.005195;
0.845042;0.810625;0.642171;0.523532;0.243805;0.039248;0.012601;0.005264;
0.844961;0.810742;0.638822;0.520947;0.238600;0.037754;0.012357;0.005156;
0.843320;0.808102;0.634958;0.517617;0.234176;0.037331;0.012565;0.005244;
0.843060;0.808835;0.639248;0.520443;0.251374;0.041250;0.013555;0.005762;
0.840658;0.805645;0.636813;0.518118;0.250742;0.043141;0.014385;0.005938;
0.841110;0.806654;0.639854;0.520339;0.252614;0.045091;0.014655;0.006087;
0.841641;0.807386;0.640319;0.521025;0.254639;0.045342;0.014388;0.005957;
0.840872;0.806351;0.638883;0.520085;0.255420;0.045563;0.014551;0.005947;
0.840785;0.806585;0.641624;0.520055;0.255192;0.045742;0.014222;0.005820;
0.840465;0.807594;0.640632;0.520114;0.251921;0.045342;0.014229;0.005674;
0.840443;0.806383;0.638366;0.520260;0.251139;0.045316;0.014219;0.005635;
0.840381;0.806309;0.638672;0.520094;0.251198;0.045384;0.014189;0.005648;
0.840576;0.806475;0.638753;0.520286;0.251514;0.045732;0.014645;0.005960;
0.841895;0.807650;0.638796;0.519990;0.248298;0.045192;0.014427;0.005687;
0.840355;0.805638;0.636787;0.517223;0.246683;0.045283;0.015033;0.006234;
0.840628;0.806107;0.637975;0.517204;0.246950;0.045199;0.014824;0.005882;
0.840299;0.805775;0.637168;0.516676;0.246660;0.044154;0.014255;0.005859;
0.840371;0.806077;0.638171;0.518551;0.249515;0.044196;0.014036;0.005622;
0.840313;0.805967;0.638363;0.519007;0.251644;0.044359;0.014170;0.005771;
0.840482;0.806104;0.639017;0.519359;0.252266;0.044460;0.014173;0.005713;
0.840273;0.806322;0.639382;0.519854;0.253483;0.045156;0.014102;0.005687;
0.840254;0.806110;0.639414;0.519827;0.252236;0.045241;0.014082;0.005719;
0.840003;0.805651;0.637331;0.518470;0.250352;0.044814;0.014020;0.005690;
0.839779;0.805531;0.635827;0.517777;0.248086;0.044525;0.013958;0.005661;
0.840586;0.806296;0.636016;0.518395;0.247796;0.046794;0.014583;0.006042;
0.841032;0.806680;0.636553;0.519049;0.247764;0.045485;0.014082;0.005830;
0.841045;0.806904;0.636680;0.519323;0.247751;0.045225;0.014987;0.006257;
0.840260;0.806100;0.635104;0.518353;0.246602;0.044437;0.014469;0.006090;
0.840508;0.806064;0.636956;0.518919;0.249557;0.044850;0.014411;0.005843;
0.841693;0.807646;0.640007;0.521559;0.254723;0.045462;0.013809;0.005518;
0.842604;0.808669;0.641009;0.521842;0.254587;0.045521;0.013805;0.005768;
0.842930;0.809160;0.641680;0.522627;0.255368;0.046016;0.013896;0.005544;
0.843721;0.809730;0.642627;0.523776;0.255348;0.045898;0.013607;0.005609;
0.843385;0.809512;0.641979;0.523122;0.254056;0.045225;0.013890;0.005612;
0.841221;0.807008;0.637972;0.520485;0.248145;0.044160;0.013786;0.005583;
0.841364;0.807103;0.638460;0.520645;0.246419;0.044720;0.014046;0.005557;
0.841217;0.806891;0.637682;0.519893;0.244225;0.043929;0.014141;0.005648;
0.841139;0.806790;0.638776;0.521279;0.247064;0.043952;0.014173;0.005674;
0.841305;0.806917;0.640430;0.522467;0.250326;0.044089;0.014215;0.005723;
0.841097;0.806833;0.640052;0.522080;0.250469;0.043994;0.014264;0.005820;
0.840990;0.806650;0.639131;0.521130;0.250127;0.043786;0.014222;0.005794;
0.841016;0.806634;0.639414;0.521279;0.249574;0.043770;0.014212;0.005771;
0.841136;0.806774;0.639365;0.521230;0.249740;0.044111;0.014342;0.005804;
0.841270;0.806836;0.641338;0.522533;0.255104;0.045270;0.014616;0.006182;
0.840521;0.806071;0.639007;0.520928;0.251781;0.045212;0.014427;0.005921;
0.839626;0.805397;0.636253;0.519635;0.247243;0.044137;0.014027;0.005605;
0.841641;0.807656;0.638662;0.521536;0.247552;0.044427;0.014430;0.005807;
0.840928;0.806273;0.636514;0.518841;0.243079;0.043548;0.014388;0.005807;
0.841191;0.806702;0.636387;0.518825;0.242952;0.043206;0.014010;0.005632;
0.840602;0.805729;0.635931;0.519427;0.248070;0.043604;0.014020;0.005723;
0.843483;0.809297;0.639248;0.522227;0.253867;0.044867;0.014193;0.005658;
0.843714;0.809521;0.639189;0.522852;0.254938;0.045068;0.013968;0.005622;
0.844346;0.810117;0.640456;0.525911;0.249271;0.044964;0.013978;0.005641;
0.844056;0.811130;0.637900;0.520798;0.248044;0.044622;0.013883;0.005475;
0.843031;0.808809;0.637021;0.520697;0.247692;0.044785;0.013815;0.005472;
0.843232;0.808910;0.637591;0.520820;0.247627;0.045501;0.013949;0.005602;
0.843988;0.809616;0.638226;0.522269;0.249616;0.045547;0.013913;0.005596;
0.843896;0.809613;0.636159;0.520293;0.243568;0.043805;0.013822;0.005436;
0.844277;0.810299;0.637500;0.521553;0.245902;0.044430;0.014046;0.005693;
0.843636;0.809232;0.635335;0.519232;0.240602;0.042751;0.013724;0.005540;
0.843512;0.809167;0.634759;0.518910;0.239404;0.042259;0.013558;0.005531;
0.843678;0.809072;0.635052;0.519076;0.239232;0.042510;0.014150;0.005635;
0.841722;0.807015;0.632757;0.516045;0.236507;0.041670;0.014040;0.005573;
0.844411;0.809704;0.635609;0.518665;0.236497;0.040137;0.012979;0.005348;
0.845947;0.811221;0.639788;0.521836;0.247969;0.042285;0.013109;0.005420;
0.844437;0.810091;0.639186;0.522051;0.251263;0.043060;0.012936;0.005319;
0.843978;0.809505;0.640189;0.521543;0.253708;0.043997;0.013223;0.005394;
0.843747;0.809590;0.639411;0.521849;0.254069;0.043822;0.012708;0.005192;
0.843734;0.809528;0.639723;0.521325;0.255456;0.044141;0.012767;0.005254;
0.843776;0.809489;0.640088;0.522217;0.256572;0.044212;0.012731;0.005107;
0.843786;0.809391;0.640384;0.521751;0.257542;0.043477;0.012620;0.005189;
0.843685;0.809359;0.643389;0.523789;0.260296;0.043649;0.012607;0.005166;
0.844736;0.810075;0.644199;0.526328;0.262624;0.048789;0.012712;0.005260;
0.847910;0.810352;0.644079;0.528942;0.283672;0.049619;0.012640;0.005176;
0.847669;0.814193;0.653522;0.530446;0.279554;0.050739;0.012591;0.005039;
0.853473;0.812653;0.651162;0.528395;0.290417;0.051188;0.012435;0.004980;
0.853870;0.813750;0.664860;0.537480;0.292103;0.050967;0.012653;0.004954;
0.849857;0.810745;0.646546;0.528278;0.281654;0.054476;0.012887;0.005296;
0.847565;0.814170;0.648031;0.523691;0.288014;0.057764;0.013047;0.005417;
0.850413;0.813600;0.655680;0.531924;0.292292;0.051335;0.013177;0.005225;
